source_id,song_name,author,stanzas,main_te_lines,main_en_lines,warnings
3,Parishudhdha Prabhuvaa Parishudhdha Prabhuvaa Vara,,4,1,1,unbroken-lines
4,Andhaala Thaara Arudenche Naaki,A B  Masilamani,3,1,0,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=3 en=0
5,Aparaadini Yesaiah,,5,1,0,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=5 en=0
6,Aadedhan Paadehan,,2,1,1,unbroken-lines; stanza-count-mismatch te=2 en=0
7,Athyunatha Simhasanamu Pai,,4,2,0,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=4 en=0
8,Anni Namamula Kanna Pai Namamu,,3,1,0,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=3 en=0
9,Aaradhinchedan Ninnu Naa Yesaiah,,2,1,0,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=2 en=0
21,Alayamlo Pravesinchandi Andharu,,2,1,0,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=2 en=0
22,Ascharya Mina Prema,,4,1,0,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=4 en=0
23,Aaha Mahaanandame,,3,1,0,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=3 en=0
24,Idi Kothaku Samayam,,3,1,0,no-english-lyrics; stanza-count-mismatch te=3 en=0
25,Udhayakanthi Rekalo,,2,1,0,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=2 en=0
26,Unnanthamyna Prema Dm,,2,1,0,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=2 en=0
27,Unnathamyna Sthalamulalo Cm,,3,1,0,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=3 en=0
28,Oohala Kandhani Lokamulo,,2,1,0,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=2 en=0
29,Enduko Naninthaaga Neevu,,0,1,1,unbroken-lines
30,Enni Thalachina,,3,1,0,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=3 en=0
31,Oka Saari Aalochinchava,,3,2,0,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=3 en=0
32,O Neethi Suryuda,,2,1,0,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=2 en=0
33,O Yesu Divya Prema,,2,1,0,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=2 en=0
34,Oranna Oranna,,3,1,0,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=3 en=0
35,Kanumaa Siluva Pai,,2,1,0,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=2 en=0
36,Kaluvari Girilona,,2,1,0,no-english-lyrics; stanza-count-mismatch te=2 en=0
37,Kaluvari Giri Siluvalo,,2,1,0,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=2 en=0
38,Halleluaya Ani Paduuchu,,2,1,0,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=2 en=0
39,Kristhu Nedu Lechenu,,4,0,0,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=4 en=0
40,Prema Kaligi Sathyamu Palukuchu,Pastor N J Simon,0,1,1,unbroken-lines
41,Ghanamainavi Nee Kaaryamulu Naa Yedala,,0,1,1,unbroken-lines
42,Gesthemane Thota,,2,3,0,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=2 en=0
43,Chirakaala Snehithudaa,,3,1,0,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=3 en=0
44,Jayamu Kristhu Jaya Jaya Livigo,,2,1,0,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=2 en=0
45,Jayahe Jayahe,,3,1,0,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=3 en=0
46,Jeeva Nadhini,,0,1,0,no-english-lyrics; unbroken-lines
47,Dhevuni Vaarasulam,,3,1,0,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=3 en=0
48,Divam Prema Swaroopam,,2,1,0,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=2 en=0
49,Nannethagano Preminchinaavu,,4,1,0,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=4 en=0
50,Naa Pere Theliyani,,3,1,0,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=3 en=0
51,Naa Yesu Raju,,3,1,0,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=3 en=0
52,Nine Preminthunu,,3,3,0,no-english-lyrics; stanza-count-mismatch te=3 en=0
53,Nithyudyna Dhevuni Thodu O,,3,1,0,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=3 en=0
54,Neeti Yuta Yodha,,3,1,0,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=3 en=0
55,Neeti Vaagula Koraku,,2,1,0,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=2 en=0
56,Neevu Nirminchina Dhevalayamulo,,3,1,0,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=3 en=0
57,Nee Swaramu Vinipinchu,,4,1,0,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=4 en=0
58,Neelakasamlona Nigikegasina Thaara,,2,1,0,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=2 en=0
59,Nee Siluvalone Naa Mukthi,,2,1,0,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=2 en=0
60,Neevunte Naaku Chaalu,,4,1,1,unbroken-lines
61,Nenu Papino Prabhuva,,2,1,0,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=2 en=0
62,Parama Jeevamu Naaku,,4,0,0,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=4 en=0
63,Parama Pavanuda Mariya,,2,1,0,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=2 en=0
64,Prabhuva Ni Karyamulu Ab,,2,1,0,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=2 en=0
65,Padedhamu Vededhamu Cm,,3,1,0,no-english-lyrics; stanza-count-mismatch te=3 en=0
66,Pradhana Vinedi Pavanuda,,4,1,0,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=4 en=0
68,Mahodayam Subhodayam,,2,1,0,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=2 en=0
69,Maranamu Gelichina Mana Prabhuvu,,1,1,0,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=1 en=0
70,Mandhalo Cherani Gorrelenno,,3,1,0,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=3 en=0
71,Yehova Na Kapari,,3,2,0,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=3 en=0
72,Yehova Ni Namamu,,4,5,0,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=4 en=0
73,Yesu Rakthamu Rakthamu,,3,1,0,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=3 en=0
74,Yehova Dhayaludu,,3,1,0,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=3 en=0
75,Yesu Ni Krupalo,,2,2,0,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=2 en=0
76,Randeho Vinarandeho,,3,1,0,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=3 en=0
77,Randi Yehova,,3,1,0,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=3 en=0
78,Rakada Samayamulo,,2,1,0,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=2 en=0
79,Ruchi Choochi Yerigithini,,4,1,0,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=4 en=0
80,Lekhaleni Chukalenno,,3,1,0,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=3 en=0
81,Lekhimpaleni Sthotramul,,3,1,0,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=3 en=0
82,Vijaya Gosha Vinipinchenu,,2,1,0,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=2 en=0
83,Vimochakudu Mana Prabhu,,2,1,0,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=2 en=0
84,Sadaa Kalamu Neetho Nenu,,2,1,0,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=2 en=0
85,Samipincha Rani Tejassulo,,0,2,0,no-english-lyrics
86,Sarvakrupa Nidi Yagu Prabhuva,,3,0,0,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=3 en=0
87,Sagipodhunu Nenu Aagi Ponu Nenu,,3,1,0,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=3 en=0
88,Silvalo Naakai Karchenu,,4,1,0,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=4 en=0
89,Siluva Yende Needhu Prema,,2,1,0,no-english-lyrics; stanza-count-mismatch te=2 en=0
90,Srusti Kartha Yesuni Sthutinchedamu,,3,4,0,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=3 en=0
91,Srustipitha Sarvonatha,,4,1,0,no-english-lyrics; stanza-count-mismatch te=4 en=0
92,Stotram Chellinthumu,,0,1,0,no-english-lyrics; unbroken-lines
93,Sri Yesu Geethi Paadana,,2,1,0,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=2 en=0
94,Halleluya Stuti Mahima,,2,3,0,no-english-lyrics; stanza-count-mismatch te=2 en=0
95,Halleluya Yesu Prabhun,,5,0,0,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=5 en=0
96,Halleluya Padedha Prabhu Ninu Koniyadedhan Fm,,3,1,0,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=3 en=0
107,Ayane Na Sangeetham,,3,1,0,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=3 en=0
108,Abrahamu Devuda,,3,1,0,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=3 en=0
109,Aaradhana Adhika Stotram,,2,2,0,no-english-lyrics; stanza-count-mismatch te=2 en=0
110,చాటించుడి మనుష్య జాతి కేసు నామము చాటించుడి యవశ్య యేసు ప్రేమ సారము,,2,1,0,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=2 en=0; title-telugu-only
111,Chintha Ledika Yesu Puttenu,,4,2,0,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=4 en=0
112,Chudumu Gesthemane,,6,1,0,no-english-lyrics; stanza-count-mismatch te=6 en=0
113,Deva Mahonnathuda,,2,1,0,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=2 en=0
114,Deva Nee Yavaranam,,3,1,0,no-english-lyrics; stanza-count-mismatch te=3 en=0
115,Deva Samsthuthi Cheyave Manasa,,11,2,0,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=11 en=0
116,Dhevara Nee Dheevenalu,,8,1,0,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=8 en=0
117,Dhevuni Sthuthiyinchudi Ellapudu,,9,1,0,no-english-lyrics; stanza-count-mismatch te=9 en=0
118,Dhevuni Upakarambulalona,,3,1,0,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=3 en=0
119,Dhevuni Yandhu Nireekshana,,7,1,0,no-english-lyrics; stanza-count-mismatch te=7 en=0
120,Dhevuniki Stotramu Ganamu Cheyutaye,,5,1,0,no-english-lyrics; stanza-count-mismatch te=5 en=0
121,Dhootha Paata Paadudi,,3,0,0,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=3 en=0
122,Goppa Dhevudavani Shakthi,,2,1,0,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=2 en=0
123,Halleluya Ani Paadi Sthuthimpanu,,4,1,0,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=4 en=0
124,Halleluya Paata Yesaiah Paata,,2,2,0,no-english-lyrics; stanza-count-mismatch te=2 en=0
125,Idhigo Dheva Naa Jeevitham,,3,2,0,no-english-lyrics; stanza-count-mismatch te=3 en=0
126,Varninchaleni Thyaagam Oodaarpu Nondhani Vainam,Dr Y Vijay Kumar,0,1,1,unbroken-lines
127,Kanna Thalli Cherchunatlu,,4,1,0,no-english-lyrics; stanza-count-mismatch te=4 en=0
128,Kristhulo Jeevinchu Naaku,,3,1,0,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=3 en=0
129,Krotha Yedu Modalu Bettenu,,5,1,0,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=5 en=0
130,Krupa Sathya Sampurnuda,,3,1,0,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=3 en=0
131,Krupalanu Thalanchuchu,,5,1,0,no-english-lyrics; stanza-count-mismatch te=5 en=0
132,Krupamayuda Neelona,Bro  Yesanna,4,2,0,no-english-lyrics; stanza-count-mismatch te=4 en=0
133,Kummari O Kummari,,3,1,0,no-english-lyrics; stanza-count-mismatch te=3 en=0
134,Kuthuhala Marbhatame,,4,2,0,no-english-lyrics; stanza-count-mismatch te=4 en=0
135,Maa Oohalu Puttaka Munupe,,2,1,0,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=2 en=0
136,Mahima Neeke Prabhu,,0,4,0,no-english-lyrics
137,Mahonnathuda Ni Krupalo,Bro  Yesanna,3,1,0,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=3 en=0
138,Mangalame Yesunaku X,,4,2,0,no-english-lyrics; stanza-count-mismatch te=4 en=0
139,Manulu Manikyamulunna,,3,1,0,no-english-lyrics; stanza-count-mismatch te=3 en=0
140,Naa Jeevitha Yatralo,,3,2,0,no-english-lyrics; stanza-count-mismatch te=3 en=0
141,Naa Prana Priyuda,,4,2,0,no-english-lyrics; stanza-count-mismatch te=4 en=0
142,Naa Sthuthi Paathruda,Bro  Yesanna,3,2,0,no-english-lyrics; stanza-count-mismatch te=3 en=0
143,Nadipinchu Na Naava,A B  Masilamani,6,2,0,no-english-lyrics; stanza-count-mismatch te=6 en=0
144,Ne Saagedha Yesunitho,,5,1,0,no-english-lyrics; stanza-count-mismatch te=5 en=0
145,Nedo Repo Naa Priyudesu,,3,2,0,no-english-lyrics; stanza-count-mismatch te=3 en=0
146,Nee Chethitho Nannu Pattuko,,3,1,0,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=3 en=0
147,Nee Rakthame,,5,1,0,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=5 en=0
148,Neeve Naa Dhevudavu,Bro  Kripal Mohan,0,2,0,no-english-lyrics
149,Ho Happy Christmas Happy Christmas,,0,1,1,unbroken-lines
150,Neevu Chesina Upakaaramulaku,,4,2,0,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=4 en=0
151,Nuthana Geethamu Paadedhanu,,3,1,0,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=3 en=0
152,O Prabhuva Neeve,,2,1,0,no-english-lyrics; stanza-count-mismatch te=2 en=0
153,O Sadbhakthulara,,4,0,0,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=4 en=0
154,Prabhuva Neelo Jeevinchuta Ab,Bro  Yesanna,4,1,1,unbroken-lines; stanza-count-mismatch te=4 en=3
155,Pradhana Yesuni Sandharshana,,7,1,0,no-english-lyrics; stanza-count-mismatch te=7 en=0
156,Prema Yesuni Prema,,4,1,0,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=4 en=0
157,Rakshakundudhayinchi Nadata,,5,1,0,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=5 en=0
158,Randi Yuchahinchi Paadudhamu,,5,1,0,no-english-lyrics; stanza-count-mismatch te=5 en=0
159,Saswathaa Mynadhi Neevu Naayada,,4,2,0,no-english-lyrics; stanza-count-mismatch te=4 en=0
160,Siluva Chentha Cherina Nade,,4,2,0,no-english-lyrics; stanza-count-mismatch te=4 en=0
161,Stothra Rupamagu Krotha,,4,4,0,no-english-lyrics; stanza-count-mismatch te=4 en=0
162,Sthuthi Yagamu Na Yesuke,,5,1,0,no-english-lyrics; stanza-count-mismatch te=5 en=0
163,Sthuthinchedanu Stuthinchedanu,,5,2,0,no-english-lyrics; stanza-count-mismatch te=5 en=0
164,Sthuthincheda Nee Namam,,3,1,0,no-english-lyrics; stanza-count-mismatch te=3 en=0
165,వందనం బొనర్తుమో ప్రభో ప్రభో,,5,1,0,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=5 en=0; title-telugu-only
166,Viswasa Vanithalamu,,2,1,0,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=2 en=0
167,Yehova Naa Moralalinchenu,,5,2,0,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=5 en=0
168,Yehova Ye Naa Kaapariga,,4,1,0,no-english-lyrics; stanza-count-mismatch te=4 en=0
169,Yese Na Parihaari,,5,1,0,no-english-lyrics; stanza-count-mismatch te=5 en=0
170,Yesu Rajula Rajai,,3,1,0,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=3 en=0
171,Yesutho Teeviganu Podama,,4,2,0,no-english-lyrics; stanza-count-mismatch te=4 en=0
172,Yogyudavo Yogyudavo,"Bro  Raj , micheal paul",3,1,0,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=3 en=0
173,Kaneerelamma Karuninchu Yesu Ninu,,1,1,0,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=1 en=0
174,Shudhdhaa Hrudhaayam Kalugajeyumu,,2,1,1,unbroken-lines
175,Nee Premaye Naku Chalu,,0,2,2,
176,Neevennallu Rendu Thalampulatho,,0,1,1,unbroken-lines
177,Sri Yesundu Janminche Reyilo,,0,1,1,unbroken-lines
178,Shudhdhaa Hrudayam,,0,1,1,unbroken-lines
179,Shaashwathamu Kaadu,,0,1,1,unbroken-lines
180,Vetakaani Urilo Nundi,,0,1,1,unbroken-lines
181,Adavi Chetla Naduma,,0,1,1,unbroken-lines
182,Adiginadi Konthe Ainaa,,0,1,1,unbroken-lines
183,Adugudi Meeku Ivvabadunu,,0,1,1,unbroken-lines
184,Ade Ade Aa Roju,,0,1,1,unbroken-lines
185,Anudinamu Prabhuni,,0,1,1,unbroken-lines
186,Arpinchuchuntini Yesayyaa,,0,1,1,unbroken-lines
187,Andaala Udyaanavanamaa,,0,1,1,unbroken-lines
188,Aakaashamandunna Aaseenudaa,,0,1,1,unbroken-lines
189,Aathma Deepamunu,,0,1,1,unbroken-lines
190,Aananda Yaathra,bro yesanna,0,1,1,unbroken-lines
191,Aanandamu Prabhu Naakosagenu,,0,1,1,unbroken-lines
192,Aayane Naa Sangeethamu Balamaina Kotayunu,,0,1,1,unbroken-lines
193,Aascharyakarudu Aalochanakartha,,0,1,1,unbroken-lines
194,Aasheervaadambul Maa Meeda,,0,1,1,unbroken-lines
195,Aanandamugaa Yehovaa Nee Krupaalanni,,0,1,1,unbroken-lines
196,Aahaa Yemaanandam Aahaa Yemaanandamu,,0,1,1,unbroken-lines
197,Idiyenayya Maa Praarthana,,0,1,1,unbroken-lines
198,Ide Naa Korika,,0,1,1,unbroken-lines
199,Ihamanduna Aa Paramandu Naaku,,0,1,1,unbroken-lines
200,Illalona Panduganta Kallalona Kaanthulanta,,0,1,1,unbroken-lines
201,Intha Kaalam Needu Krupalo Kaachina Devaa,,0,1,1,unbroken-lines
202,Inthalone Kanabadi Anthalone Maayamayye,,0,1,1,unbroken-lines
203,Oohinchaleni Melulatho Nimpina,,0,1,1,unbroken-lines
204,Enni Maarlu Neevu Daiva Vaakyamunu Vini,,0,1,1,unbroken-lines
205,Evariki Evaru Ee Lokamlo,,0,1,1,unbroken-lines
206,Entha Madhuramu Yesuni Prema,,0,1,1,unbroken-lines
207,Entha Manchi Devudavayyaa Yesayyaa,,0,1,1,unbroken-lines
208,Ae Vaipu Choosinaa Yudhdha Vaarthalegaa,,0,1,1,unbroken-lines
209,O Maanavaa Nijamedo Erugavaa,,0,2,1,
210,Kanulunnaa Kaanaleni Chevulunnaa Vinaleni,,0,1,1,unbroken-lines
211,Kalamulatho Raayagalamaa,,0,1,1,unbroken-lines
212,Kaluvarigirilo Siluvadhaariyai,,0,1,1,unbroken-lines
213,Kalyaanam Kamaneeyam,,0,1,1,unbroken-lines
214,Kraisthavamoka Mathamu Kaadidi,,0,1,1,unbroken-lines
215,Gamyam Cheraalani Neetho Undaalani,,0,1,1,unbroken-lines
216,Gaadaandhakaarapu Loyalo,,0,1,1,unbroken-lines
217,Chithra Chithraala Vaade Mana Yesayya,,0,1,1,unbroken-lines
218,Cheyi Pattuko Naa Cheyi Pattuko,,0,1,1,unbroken-lines
219,Janminchenu Oka Thaara,,0,1,1,unbroken-lines
220,Junti Thene Dhaarala Kannaa,,0,1,1,unbroken-lines
221,Jayam Jayam Jayam Jayam,,0,1,1,unbroken-lines
222,Tharatharaalalo Yugayugaalalo Jagajagaalalo,,0,1,1,unbroken-lines
223,Thallilaa Laalinchunu Thandrilaa Preminchunu,,0,1,1,unbroken-lines
224,Thoorpu Diku Chukka Butte,,0,1,1,unbroken-lines
225,Daari Thappi Pothunnaavaa Vishwaasi,,0,1,1,unbroken-lines
226,Dinamella Ne Paadinaa Keerthinchinaa,,0,1,1,unbroken-lines
227,Deva Nee Goppa Kaaryamulan,,0,1,1,unbroken-lines
228,Najareyudaa Naa Yesayya,,0,1,1,unbroken-lines
229,Nadipinchu Naa Naavaa Nadi Sandramuna Devaa,,0,1,1,unbroken-lines
230,Nannenthagaano Preminchina Prabhuvaa,,0,1,1,unbroken-lines
231,Nammakamaina Naa Snehithudu,,0,1,1,unbroken-lines
232,Naa Kanula Vembadi Kanneeru Raaneeyaka,,0,1,1,unbroken-lines
233,Naa Kosamaa Ee Siluva Yaagamu,,0,1,1,unbroken-lines
234,Naa Gunde Chappudu Chesthundi Neeke Sthothramani,,0,1,1,unbroken-lines
235,Athyunnathamaina Simhaasanampai,Sukumar,0,2,2,
236,Naa Naathudaa Naa Yullamichchithi Neeku,,0,1,1,unbroken-lines
237,Naa Neethi Neeve Naa Khyaathi Neeve,,0,1,1,unbroken-lines
238,Naa Praanamaa Naalo Neevu,,0,1,1,unbroken-lines
239,Naa Praanamaa Yesayyaa Naa Dhyaanamaa Yesayyaa,,0,1,1,unbroken-lines
240,Naa Praanamaa Yehovaanu Neevu Sannuthinchumu,,0,1,1,unbroken-lines
241,Naa Praanaaniki Praanam Neevenayyaa,,0,1,1,unbroken-lines
242,Naa Mano Nethramu Therachi,,0,1,1,unbroken-lines
243,Naa Yesayyaa Naa Rakshakaa,,0,1,1,unbroken-lines
244,Naa Yesuu Nee Paadaala Chenthaa,,0,1,1,unbroken-lines
245,Naaku Nee Krupa Chaalunu Priyudaa,,0,1,1,unbroken-lines
246,Naatho Maatlaadu Prabhuvaa Neeve Maatlaadumayyaa,,0,1,1,unbroken-lines
247,Naadantuu Lokaana Edi Ledayya,,0,1,1,unbroken-lines
248,Naadu Jeevamaayene Naa Samasthamu,,0,1,1,unbroken-lines
249,Nithyamu Sthuthinchinaa,,0,1,1,unbroken-lines
250,Ninu Choose Kannulu Naaku Immayyaa,,0,1,1,unbroken-lines
251,Ninnu Kaapaadu Devudu,,0,1,1,unbroken-lines
252,Ninne Ninne Nammukunnaanayya,,0,1,1,unbroken-lines
253,Nee Krupa Naaku Chaalunu,bro yesanna,0,1,1,unbroken-lines
254,Nee Chethilo Rottenu Nenayya,,0,1,1,unbroken-lines
255,Nee Dhanamu Nee Ghanamu Prabhu Yesude,,0,1,1,unbroken-lines
256,Nee Premalo Nundi Nannu Edabaapu Vaarevaru,,0,1,1,unbroken-lines
257,Nee Premaa Nee Karunaa,,0,1,1,unbroken-lines
258,Nee Roopu Chooda Nenaashapadithi,,0,1,1,unbroken-lines
259,Nee Vaakyame Naa Paadaalaku Deepamu,,0,1,1,unbroken-lines
260,Neekante Nammadagina Devudevarayyaa,,0,1,1,unbroken-lines
261,Neeku Ishtudigaa Ilalo Ne Undaalani,,0,2,1,
262,Padamulu Chaalani Prema Idi,,0,1,1,unbroken-lines
263,Padivelalo Athipriyudu,,0,1,1,unbroken-lines
264,Padivelalo Athisundarudaa,,0,1,1,unbroken-lines
265,Pondithini Nenu Prabhuvaa Nee Nundi,,0,1,1,unbroken-lines
266,Prabhu Yesu Naa Rakshakaa,,0,1,1,unbroken-lines
267,Prabhu Yesuni Vadanamulo Naa Devudu Kanipinche,,0,1,1,unbroken-lines
268,Priya Yesu Nirminchithivi,,0,1,1,unbroken-lines
269,Priya Yesu Raajunu Ne Choochina Chaalu,,0,1,1,unbroken-lines
270,Preminchedan Adhikamugaa,,0,2,2,
271,Brathakaalani Unnaa Brathakalekunnaa,,0,1,1,unbroken-lines
272,Bangaram Adugaledu Vajraalani Adugaledu,,2,2,2,unbroken-lines; stanza-count-mismatch te=2 en=0
273,Bethlehem Puramuna Chithrambu Kalige,,0,1,1,unbroken-lines
274,Bhajana Cheyuchu Bhakthapaalaka,,0,1,1,unbroken-lines
275,Bheekarundau Maa Yehovaa Peeta Medutan Goodare,,0,1,1,unbroken-lines
276,Mahima Ghanathaku Arhudavu,,0,1,1,unbroken-lines
277,Maargamu Choopumu Intiki Naa Thandri Intiki,,0,1,1,unbroken-lines
278,Maaripovaali Ee Lokamanthaa,,0,1,1,unbroken-lines
279,Moodu Dashaabdaala Vaivaahika Jeevithaanni,,0,1,1,unbroken-lines
280,Moodunaalla Muchchata Kosam,,0,1,1,unbroken-lines
281,Yudhdhamu Yehovaade,,0,1,1,unbroken-lines
282,Yehovaa Naa Balamaa,,0,1,1,unbroken-lines
283,Yehovaaku Sthuthulu Paadandi,,0,1,1,unbroken-lines
284,Yehovaanu Sthuthiyinchu,,0,1,1,unbroken-lines
285,Yesayyaa Nee Naamamune,,0,1,1,unbroken-lines
286,Yesu Jananamu,,0,1,1,unbroken-lines
287,Yesu Ninnu Nenu,,0,1,1,unbroken-lines
288,Yesu Maatho Neevundagaa,father sj berchams,0,1,1,unbroken-lines
289,Yesu Rakthamulo,,0,1,1,unbroken-lines
290,Yesu Sarvonnathudaa,,0,1,1,unbroken-lines
291,Yesuni Naa Madilo Sweekarinchaanu,,0,1,1,unbroken-lines
292,Yese Naa Aashrayamu,,0,1,1,unbroken-lines
293,Rammanuchunnaadu Ninnu Prabhu Yesu,,0,1,1,unbroken-lines
294,Raajulaku Raaju Puttenannayya,,0,1,1,unbroken-lines
295,Raaraaju Janminchinaadu,,0,1,1,unbroken-lines
296,Rende Rende Daarulu,,0,1,1,unbroken-lines
297,Samarpana Cheyumu Prabhuvunaku,,0,1,1,unbroken-lines
298,Saagilapadi Mrokkedamu,,0,1,1,unbroken-lines
299,Saakshyamichcheda,,0,1,1,unbroken-lines
300,Siluvalo Bali Aina Devuni Gorrepilla,,0,1,1,unbroken-lines
301,Siluvalo Saagindi Yaathra,,0,1,1,unbroken-lines
302,Seeyonu Paatalu Santhoshamugaa,,0,1,1,unbroken-lines
303,Sugunaala Sampannudaa,Bro  Yesanna,0,1,1,unbroken-lines
304,Sthuthiyu Mahima Ghantha Neeke,,0,1,1,unbroken-lines
305,Sthuthula Meeda Aaseenudaa,,0,1,1,unbroken-lines
306,Sthuthula Meeda Hallelujah,,0,1,1,unbroken-lines
307,Solipovaladu Manassaa,,0,1,1,unbroken-lines
308,Sthothrinthumu Ninu Maadu Thandri,,0,1,1,unbroken-lines
309,Ascharyakarudu Alochanakartha Nithyudagu Thandri,,0,1,0,no-english-lyrics; unbroken-lines
310,Shudhudu Ghanudu Rakshakudu,,0,1,0,no-english-lyrics; unbroken-lines
311,Bethlehemulo Sandhadi,,0,1,0,no-english-lyrics; unbroken-lines
312,Dheva Ni Namam Entho Balamynadhi,,0,1,0,no-english-lyrics; unbroken-lines
313,Dheva Ni Namam Balamynadhi Ni Namam,Bro  Kripal Mohan,0,1,1,unbroken-lines
314,Emmanuelu Rakthamu,,0,1,0,no-english-lyrics; unbroken-lines
315,Naa Jeevitha Kalamantha,,0,1,0,no-english-lyrics; unbroken-lines
316,Naa Thandri Neeve,,0,12,0,no-english-lyrics
317,Neeve Naa Oopiri,,0,4,0,no-english-lyrics
318,Jagatiki Punaadi Vaeyaka Mundae Janiyinchina Praema,Dr  Amsumathi mary,0,1,1,unbroken-lines
319,Yesuni Roopamloniki Maaripovaali,,0,1,0,no-english-lyrics; unbroken-lines
